ObjectId,Year,Fund,Workgroup,Organization,Program,Program_Summary,Amount_Requested,Amount_Funded,Amount_Spent
1069,2010,GF,HSF,Parenting Place,Family Strengthening Program,,,5000,4616
1949,1996,GF,HSF,Boulder Day Nursery,Infant Early Learning Program,,,20000,18342
467,2015,GF,HSF,Boulder County Child & Family Advocacy Program (dba Blue Sky Bridge),Child and Family Advocacy Program,"Forensic interviews, family support & advocacy, crisis call intervention, school-based prevention ed., partner & community ed.",,25000,23047
1345,2007,GF,YOP,YMCA,Youth Empowerment Program,,20000,7760,6999
1062,2010,GF,HSF,Medicine Horse Program,Medicine Horse Youth Program,,,12500,11390
1710,1999,GF,HSF,Access Counseling (formerly The Counseling Center),Individual Counseling,,,15625,14464
839,2010,GF,YOP,September High School/YMCA of Boulder Valley,After Hours Arts/Break Through Arts,,15000,15450,14168
216,2018,GF,HSF,Foothills United Way (FHUW),Volunteer Connection,Connects volunteers with community organizations offering volunteer opportunities,7500,7500,6921
1672,1995,GF,HSF,Community Food Share,Food Procurement and Distribution,,,34000,30999
322,2018,HEF,HEF,El Centro Amistad,El Centro Amistad,"Funding will be used to advocate for clean drinking water in low income Latinx communities, educate community members about diseases linked to sugary drinks, educate community members about eating fruits and vegetables and provide scholarships to promote physical activity. Additional funds will be used for program staff, operating expenses, development of a water campaign and program supplies.",300000,100000,95500
996,2008,GF,HSF,Intercambio de Comunidades,El Grupo de Familias,,,12500,11754
587,2012,GF,HSF,Dental Aid,Adult Assured Access,,,70406,67231
571,2012,GF,CEF,Boulder Asian Pacific Alliance (BAPA),Annual Boulder Asian Festival,,1600,1600,1523
910,2010,GF,HSF,Bridge House,Basic Needs,,,17257,15761
1601,1999,GF,HSF,Mental Health Partners,Multicultural Consultation Program,,,9400,8897
645,2013,GF,CoIH,Village Arts Coalition,Immigrant Cultures in Music and Dance,,2456,2456,2274
405,2016,GF,HSF,Project YES,At-Risk Youth Engagement,,10000,0,0
1576,2007,GF,HSF,Voices for Children,Court Appointed Special Advocates (CASA),,,6861,6331
1008,2011,GF,HSF,Boulder County Child & Family Advocacy Program (dba Blue Sky Bridge),Child and Family Advocacy Program,"Forensic interviews, family support & advocacy, crisis call intervention, school-based prevention ed., partner & community ed.",,25000,22577
1156,2011,GF,YOP,OpenArts,Education Links Program,Sends visiting artists into BVSD art classes.,4500,4500,4233
211,2018,GF,HSF,Engaged Latino Parents Advancing Student Outcomes,ELPASO, Training and skill building for Latino parents so their children are school ready,75075,75075,73076
695,2012,GF,HSF,Boulder County Legal Services,Critical Legal Services for Low-Income Residents,"Free safety net legal services for clients with legal emergencies that affect their basic needs, safety, and stability.",,18497,16955
139,2019,HEF,HEF,Center for People with Disabilities (CPWD),Home Health Services,"Funding will be used to provide health and wellness information, guidance and in-home services to low-income residents experiencing physical and developmental disabilities.",70042,66042,64426
387,2016,GF,HSF,Center for People with Disabilities (CPWD),Core Services,"Independent living skills training, info & referral, individuals & systems advocacy, peer support & transitions for individuals with disabilities",65000,35000,32079
914,2012,GF,YOP,New Vista High School,Natural Highs - Healthy Alternatives to Drugs  & Alcohol,"Provide education and safe space for youth to seek healthy alternatives to drugs and alcohol.  Support staffing and supplies for community-wide youth events, drop-in workshops and classes at New Vista High School.",14507,0,0
329,2018,HEF,HEF,Meals on Wheels of Boulder,Meals on Wheels of Boulder,Funding will be used to supplement food costs for the home-delivered meal program that primarily serves seniors that face barriers accessing nutrition. No additional funds were requested beyond the purchase of food.,10000,10000,9645
549,2012,GF,HSF,Boulder Valley School District,Teen Parent Program,,,25000,23336
813,2010,GF,YOP,Boulder Youth Body Alliance,Peer Education Program,,8990,7000,6462
1803,1996,GF,HSF,Kellogg Child Development Center,Scholarship Program,,,19600,17779
111,2017,GF,YOP,Attention Homes,GED Instruction,Support instructor and educational materials for residents of Attention Homes in need of GED instruction.,15000,15000,14456
800,2015,GF,YOP,Boulder Valley Women's Health Center,Sexual Health and AIDS Awareness Peer Education (SHAPE) Program,"Provide educators, supplies and retreat costs to train youth to educate their peers to reduce their risk of sexually transmitted diseases or unwanted pregnancies.",11948,11948,10767
1507,2004,GF,HSF,Clinica Campesina Family Health Care Services,Eldercare,,,14145,14073
60,2018,GF,HOM,Boulder Shelter for the Homeless,Housing Focused Shelter and Case Management,Overnight sheltering for qualifying single adults experiencing homelessness and wrap-around case management,0,230000,225588
509,2015,GF,HSF,Boulder Shelter for the Homeless,Sheltering Programs,,,55000,49963
1124,2007,GF,HSF,Access Counseling (formerly The Counseling Center),Safe Exchange Program,,,7216,7117
1328,2002,GF,HSF,Boulder Day Nursery,Toddler and Preschool Early Learning,,,24196,24009
154,2019,HEF,HEF,FC Boulder,Futsal,"Funding will be used to hold futsal sports events in diverse city neighborhoods, to increase physical activity among low-income, Latinx youth",11264,0,0
1042,2011,GF,HSF,Boulder Shelter for the Homeless,Housing First,,,10000,9785
1218,2005,GF,HSF,Access Counseling (formerly The Counseling Center),Family Counseling,,,27603,25397
281,2017,GF,HSF,Center for People with Disabilities (CPWD),Core Services,,0,35000,32843
1474,2006,GF,HSF,Intercambio de Comunidades,El Grupo de Familias,,,11797,10628
1287,2002,GF,HSF,Dental Aid,Adult Assured Access,,,16296,14974
661,2013,GF,HSF,Boulder Valley School District,Casey Middle: Community Learning Center,,,22000,21443
651,2013,GF,HSF,Boulder County Public Health,Genesis,,,100000,94866
1429,2004,GF,HSF,Parenting Place,Family Strengthening Program,,,6000,5755
1623,1998,GF,HSF,Boulder County Legal Services,Legal Services for Domestic Violence Victims,Free legal services for victims of DV with focus on services that help clients & children remain free of continued abuse.,,11800,10836
426,2016,GF,YOP,Greater Boulder Youth Orchestras,"Community, Careers, Collaborations",Provide funding for professional musicians to partner with youth involved in the Greater Boulder Youth Orchestra to and to learn and perform music in smaller chamber concerts.,15000,0,0
1154,2011,GF,YOP,Moving to End Sexual Assault (MESA),Peers Building Justice Program (PBJ),,10000,10000,9463
1776,2000,GF,HSF,New Horizons Cooperative Preschool,Bilingual Education,,,32445,32167
1056,2010,GF,HSF,Emergency Family Assistance Association,Basic Needs & Shelter Program,,,107500,107323
942,2012,GF,YOP,September High School/YMCA of Boulder Valley,Break Through Arts/After Hour Arts,Free after-school arts classes.,15000,0,0
607,2012,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Domestic Violence Survivor Services Program,,,60000,56000
1059,2010,GF,HSF,Immigrant Legal Center of Boulder County,Immigrant Legal Center of Boulder County,,,25000,24651
1358,2005,GF,HSF,Mental Health Partners,Community Infant Program,,,67982,67060
327,2018,HEF,HEF,Human Services (Senior Services),Healthy Cooking,Funding will be used to increase offerings of cooking classes from once per quarter to once per month to increase social interaction and stimulation. Funding will be used to pay outside instructors to provide classes to older adult audiences. Additional funds will be used to purchase supplies for the classes and the instructor time.,5400,5400,5174
1025,2009,GF,YOP,El Centro Amistad,Latino Youth Promoters Network,,15000,9750,9494
156,2019,HEF,HEF,Foothills United Way (FHUW),Resilience for All Culturally Appropriate Nutrition Classes Pilot,"Funding will provide training for cultural brokers and five health professionals, to conduct outreach and nutrition and wellness education in the city's Latinx community.",44525,0,0
342,2017,GF,HRF,Boulder Historical Society/Museum of Boulder,Chief Niwot Forum,,2000,2000,1811
1725,1998,GF,HSF,Mental Health Partners,Circulo de la Vida Familiar,,,61000,55453
1101,2009,GF,YOP,Sage Community Partnership: Polaris Transitional Living Program,Foster Care Youth & Transitional Housing. Polaris House,,14400,10800,10380
1214,2006,GF,HSF,Safehouse Progressive Alliance for Nonviolence,Counseling and Advocacy Services,,,42771,38848
1341,2002,GF,HSF,City of Boulder Children Youth and Families,Boulder County Prevention and Intervention,,,150000,137312
1729,1998,GF,HSF,Mental Health Partners,Community Infant Program,,,54000,50333
58,2018,GF,CoIH,Motus Theater,Law Enforcement Leaders Read…,,1500,1300,1183
1947,1996,GF,HSF,Boulder County Public Health,Genesis,,,100000,94368
355,2016,GF,CIF,Latino Task Force of Boulder County,Latino Community Assessment of Bo CO,,5130,5000,4862
1741,2000,GF,HSF,Boulder Valley School District,Teen Parent Program,,,17948,17316
320,2018,HEF,HEF,Community Food Share,Food Procurement and Food Distribution Program,"Funding will be used to purchase 222,000 lbs. of fresh produce from across the county with an additional portion of funds going towards the purchase of 58,000 lbs. of produce from local farmers. Food donation will increase fruit and vegetable consumption to food insecure children and families. Additional funds will be used to provide value added packaging for partner and customer use and to support program staff.",66085,66085,63222
1014,2010,GF,HSF,City of Boulder Children Youth and Families,Child Care Certificate Program,,,200000,195660
1182,2009,GF,HSF,Intercambio de Comunidades,Uniting Communities,,,30000,29177
1827,1996,GF,HSF,Mental Health Partners,Middle Schools Family Counseling,,,46979,42722
1728,1999,GF,HSF,Boulder County Legal Services,Legal Services for Domestic Violence Victims,Free legal services for victims of DV with focus on services that help clients & children remain free of continued abuse.,,12390,11959
1379,2007,GF,HSF,BV Women's Health Center,Family Planning and Gyn,,,73515,69549
1584,2007,GF,YOP,I Have A Dream Foundation of Boulder County,The Hindsight Program,,11679,6145,5629
1826,1999,GF,HSF,BV Women's Health Center,Youth Program,,,15000,14001
763,2014,GF,HSF,Boulder Valley School District,Teen Parent Program,,,20000,18990
141,2018,GF,YOP,Natural Highs,Natural Highs,"Provide education and safe space for youth to seek healthy alternatives to drugs and alcohol. Support staffing and supplies for community-wide youth events, drop-in workshops and classes at New Vista High School.",14910,14910,13480
826,2010,GF,YOP,I Have A Dream Foundation of Boulder County,Leading Through Service Program,,7920,0,0
1858,1999,GF,HSF,Mental Health Partners,Middle Schools Family Counseling,,,64575,62027
524,2013,GF,HSF,Dental Aid,Children and Youth Oral Health,,,25000,24946
792,2013,GF,YOP,Earthstone Institute,Boulder Youth Climbing Initiative,,14025,0,0
1927,1997,GF,HSF,Partners of Boulder County,One-To-One Mentoring,,,5000,4949
1731,2000,GF,HSF,Boulder County Public Health,Genesis,,,130888,123671
1039,2010,GF,HSF,Dental Aid,Children and Youth Oral Health,,,25000,24595
1243,2005,GF,HSF,City of Boulder Children Youth and Families,Child Care Certificate Program,,,226967,210189
1340,2002,GF,HSF,Children's House Preschool,First Chance Scholarship Fund,,,20223,18526
1511,2004,GF,HSF,Community Food Share,Food Procurement and Distribution,,,7180,6677
435,2015,GF,CEF,Boulder Museum of Contemporary Art,Dia Del Nino,,1600,1600,1475
386,2016,GF,HSF,Bridge to Justice,Post Decree Services,"Reduced rate legal services to low & moderate income individuals in family law, housing & consumer protection matters.",11600,5000,4534
50,2019,GF,HSF,Workforce Boulder County,Work-based Learning Partnership,Provide work-based learning placements with local employers along with a support/networking group to provide education and skills to be successful at work,100000,0,0
1252,2005,GF,HSF,Dental Aid,Adult Assured Access,,,60797,60120
796,2015,GF,MLK,Boulder Showing up for Racial Justice,CU Workshop,,750,750,700
1606,1997,GF,HSF,Community Action Development Corporation,Parent Leadership Training,,,6500,5957
1708,2000,GF,HSF,YWCA,Children's Alley,,,61000,55206
408,2016,GF,HSF,Thistle Community Housing,Boulder County Thistle Communities,,32731,,0
372,2016,GF,HSF,Boulder County Legal Services,Legal Services for Domestic Violence Victims,Free legal services for victims of DV with focus on services that help clients & children remain free of continued abuse.,18000,18000,17020
1129,2011,GF,HSF,Dental Aid,Preschool Virtual Dental Home,,,4500,4157
1761,2000,GF,HSF,Developmental Disabilities Center (dba Imagine!),Counseling Program,,,8000,7984
63,2018,GF,HOM,Mental Health Partners,Project Edge,Criminal justice diversion for individuals with behavioral health challenges,0,142000,132434
1577,2007,GF,HSF,YWCA,Children's Alley,,,55000,53222
894,2011,GF,HSF,Intercambio de Comunidades,El Grupo de Familias,,,12500,12157
1821,1997,GF,HSF,Mental Health Partners,Circulo de la Vida Familiar,,,61000,56781
997,2008,GF,HSF,Medicine Horse Program,Medicine Horse Youth Program,,,12500,11582
1094,2011,GF,HSF,BV Women's Health Center,Youth Program,,,35000,34623
1909,1997,GF,HSF,Boulder Day Nursery,Infant Early Learning Program,,,11250,10588
